#L_UNITS ang
#E_UNITS eV
#S_UNITS GPA
#F_UNITS EV/ANG
#ALAT 13.68
#X 1.0 0.0 0.0
#Y 0.0 1.0 0.0
#Z 0.0 0.0 1.369
#C 1 1 1
#RCUT 6.5
#EPA -4.27
FE 0.875 0.5 0.63915266618 
FE 0.875 0.625 0.54784514244 
FE 0.75 0.75 0.0 
FE 0.75 0.875 0.09130752374 
FE 0.875 0.75 0.09130752374 
FE 0.875 0.875 0.0 
FE 0.75 0.75 0.18261504748 
FE 0.75 0.875 0.27392257122 
FE 0.875 0.75 0.27392257122 
FE 0.875 0.875 0.18261504748 
FE 0.75 0.75 0.36523009496 
FE 0.75 0.875 0.4565376187 
FE 0.875 0.75 0.4565376187 
FE 0.875 0.875 0.36523009496 
FE 0.75 0.75 0.54784514244 
FE 0.75 0.875 0.63915266618 
FE 0.875 0.75 0.63915266618 
FE 0.875 0.875 0.54784514244 
