#L_UNITS ang
#E_UNITS eV
#S_UNITS GPA
#F_UNITS EV/ANG
#ALAT 15.56
#X 1.0 0.0 0.0
#Y 0.0 1.0 0.0
#Z 0.0 0.0 1.369
#C 1 1 1
#RCUT 6.5
#EPA -3.91
PD 0.0 0.0 0.0 
PD 0.0 0.125 0.09130752374 
PD 0.125 0.0 0.09130752374 
PD 0.125 0.125 0.0 
PD 0.0 0.0 0.18261504748 
PD 0.0 0.125 0.27392257122 
PD 0.125 0.0 0.27392257122 
PD 0.125 0.125 0.18261504748 
PD 0.0 0.0 0.36523009496 
PD 0.0 0.125 0.4565376187 
PD 0.125 0.0 0.4565376187 
PD 0.125 0.125 0.36523009496 
PD 0.0 0.0 0.54784514244 
PD 0.0 0.125 0.63915266618 
PD 0.125 0.0 0.63915266618 
PD 0.125 0.125 0.54784514244 
PD 0.0 0.25 0.0 
PD 0.0 0.375 0.09130752374 
PD 0.125 0.25 0.09130752374 
PD 0.125 0.375 0.0 
PD 0.0 0.25 0.18261504748 
PD 0.0 0.375 0.27392257122 
PD 0.125 0.25 0.27392257122 
PD 0.125 0.375 0.18261504748 
PD 0.0 0.25 0.36523009496 
PD 0.0 0.375 0.4565376187 
PD 0.125 0.25 0.4565376187 
PD 0.125 0.375 0.36523009496 
PD 0.0 0.25 0.54784514244 
PD 0.0 0.375 0.63915266618 
PD 0.125 0.25 0.63915266618 
PD 0.125 0.375 0.54784514244 
PD 0.0 0.5 0.0 
PD 0.0 0.625 0.09130752374 
PD 0.125 0.5 0.09130752374 
PD 0.125 0.625 0.0 
PD 0.0 0.5 0.18261504748 
PD 0.0 0.625 0.27392257122 
PD 0.125 0.5 0.27392257122 
PD 0.125 0.625 0.18261504748 
PD 0.0 0.5 0.36523009496 
PD 0.0 0.625 0.4565376187 
PD 0.125 0.5 0.4565376187 
PD 0.125 0.625 0.36523009496 
PD 0.0 0.5 0.54784514244 
PD 0.0 0.625 0.63915266618 
PD 0.125 0.5 0.63915266618 
PD 0.125 0.625 0.54784514244 
PD 0.0 0.75 0.0 
PD 0.0 0.875 0.09130752374 
PD 0.125 0.75 0.09130752374 
PD 0.125 0.875 0.0 
PD 0.0 0.75 0.18261504748 
PD 0.0 0.875 0.27392257122 
PD 0.125 0.75 0.27392257122 
PD 0.125 0.875 0.18261504748 
PD 0.0 0.75 0.36523009496 
PD 0.0 0.875 0.4565376187 
PD 0.125 0.75 0.4565376187 
PD 0.125 0.875 0.36523009496 
PD 0.0 0.75 0.54784514244 
PD 0.0 0.875 0.63915266618 
PD 0.125 0.75 0.63915266618 
PD 0.125 0.875 0.54784514244 
PD 0.25 0.0 0.0 
PD 0.25 0.125 0.09130752374 
PD 0.375 0.0 0.09130752374 
PD 0.375 0.125 0.0 
PD 0.25 0.0 0.18261504748 
PD 0.25 0.125 0.27392257122 
PD 0.375 0.0 0.27392257122 
PD 0.375 0.125 0.18261504748 
PD 0.25 0.0 0.36523009496 
PD 0.25 0.125 0.4565376187 
PD 0.375 0.0 0.4565376187 
PD 0.375 0.125 0.36523009496 
PD 0.25 0.0 0.54784514244 
PD 0.25 0.125 0.63915266618 
PD 0.375 0.0 0.63915266618 
PD 0.375 0.125 0.54784514244 
PD 0.25 0.25 0.0 
PD 0.25 0.375 0.09130752374 
PD 0.375 0.25 0.09130752374 
PD 0.375 0.375 0.0 
PD 0.25 0.25 0.18261504748 
PD 0.25 0.375 0.27392257122 
PD 0.375 0.25 0.27392257122 
PD 0.375 0.375 0.18261504748 
PD 0.25 0.25 0.36523009496 
PD 0.25 0.375 0.4565376187 
PD 0.375 0.25 0.4565376187 
PD 0.375 0.375 0.36523009496 
PD 0.25 0.25 0.54784514244 
PD 0.25 0.375 0.63915266618 
PD 0.375 0.25 0.63915266618 
PD 0.375 0.375 0.54784514244 
PD 0.25 0.5 0.0 
PD 0.25 0.625 0.09130752374 
PD 0.375 0.5 0.09130752374 
PD 0.375 0.625 0.0 
PD 0.25 0.5 0.18261504748 
PD 0.25 0.625 0.27392257122 
PD 0.375 0.5 0.27392257122 
PD 0.375 0.625 0.18261504748 
PD 0.25 0.5 0.36523009496 
PD 0.25 0.625 0.4565376187 
PD 0.375 0.5 0.4565376187 
PD 0.375 0.625 0.36523009496 
PD 0.25 0.5 0.54784514244 
PD 0.25 0.625 0.63915266618 
PD 0.375 0.5 0.63915266618 
PD 0.375 0.625 0.54784514244 
PD 0.25 0.75 0.0 
PD 0.25 0.875 0.09130752374 
PD 0.375 0.75 0.09130752374 
PD 0.375 0.875 0.0 
PD 0.25 0.75 0.18261504748 
PD 0.25 0.875 0.27392257122 
PD 0.375 0.75 0.27392257122 
PD 0.375 0.875 0.18261504748 
PD 0.25 0.75 0.36523009496 
PD 0.25 0.875 0.4565376187 
PD 0.375 0.75 0.4565376187 
PD 0.375 0.875 0.36523009496 
PD 0.25 0.75 0.54784514244 
PD 0.25 0.875 0.63915266618 
PD 0.375 0.75 0.63915266618 
PD 0.375 0.875 0.54784514244 
PD 0.5 0.0 0.0 
PD 0.5 0.125 0.09130752374 
PD 0.625 0.0 0.09130752374 
PD 0.625 0.125 0.0 
PD 0.5 0.0 0.18261504748 
PD 0.5 0.125 0.27392257122 
PD 0.625 0.0 0.27392257122 
PD 0.625 0.125 0.18261504748 
PD 0.5 0.0 0.36523009496 
PD 0.5 0.125 0.4565376187 
PD 0.625 0.0 0.4565376187 
PD 0.625 0.125 0.36523009496 
PD 0.5 0.0 0.54784514244 
PD 0.5 0.125 0.63915266618 
PD 0.625 0.0 0.63915266618 
PD 0.625 0.125 0.54784514244 
PD 0.5 0.25 0.0 
PD 0.5 0.375 0.09130752374 
PD 0.625 0.25 0.09130752374 
PD 0.625 0.375 0.0 
PD 0.5 0.25 0.18261504748 
PD 0.5 0.375 0.27392257122 
PD 0.625 0.25 0.27392257122 
PD 0.625 0.375 0.18261504748 
PD 0.5 0.25 0.36523009496 
PD 0.5 0.375 0.4565376187 
PD 0.625 0.25 0.4565376187 
PD 0.625 0.375 0.36523009496 
PD 0.5 0.25 0.54784514244 
