#L_UNITS ang
#E_UNITS eV
#S_UNITS GPA
#F_UNITS EV/ANG
#ALAT 13.68
#X 1.0 0.0 0.0
#Y 0.0 1.0 0.0
#Z 0.0 0.0 1.371
#C 1 1 1
#RCUT 6.5
#EPA -4.27
FE 0.0 0.0 0.0 
FE 0.0 0.125 0.09117432531 
FE 0.125 0.0 0.09117432531 
FE 0.125 0.125 0.0 
FE 0.0 0.0 0.18234865062 
FE 0.0 0.125 0.27352297593 
FE 0.125 0.0 0.27352297593 
FE 0.125 0.125 0.18234865062 
FE 0.0 0.0 0.36469730124 
FE 0.0 0.125 0.45587162655 
FE 0.125 0.0 0.45587162655 
FE 0.125 0.125 0.36469730124 
FE 0.0 0.0 0.54704595186 
FE 0.0 0.125 0.63822027717 
FE 0.125 0.0 0.63822027717 
FE 0.125 0.125 0.54704595186 
FE 0.0 0.25 0.0 
FE 0.0 0.375 0.09117432531 
FE 0.125 0.25 0.09117432531 
FE 0.125 0.375 0.0 
FE 0.0 0.25 0.18234865062 
FE 0.0 0.375 0.27352297593 
FE 0.125 0.25 0.27352297593 
FE 0.125 0.375 0.18234865062 
FE 0.0 0.25 0.36469730124 
FE 0.0 0.375 0.45587162655 
FE 0.125 0.25 0.45587162655 
FE 0.125 0.375 0.36469730124 
FE 0.0 0.25 0.54704595186 
FE 0.0 0.375 0.63822027717 
FE 0.125 0.25 0.63822027717 
FE 0.125 0.375 0.54704595186 
FE 0.0 0.5 0.0 
FE 0.0 0.625 0.09117432531 
FE 0.125 0.5 0.09117432531 
FE 0.125 0.625 0.0 
FE 0.0 0.5 0.18234865062 
FE 0.0 0.625 0.27352297593 
FE 0.125 0.5 0.27352297593 
FE 0.125 0.625 0.18234865062 
FE 0.0 0.5 0.36469730124 
FE 0.0 0.625 0.45587162655 
FE 0.125 0.5 0.45587162655 
FE 0.125 0.625 0.36469730124 
FE 0.0 0.5 0.54704595186 
FE 0.0 0.625 0.63822027717 
FE 0.125 0.5 0.63822027717 
FE 0.125 0.625 0.54704595186 
FE 0.0 0.75 0.0 
FE 0.0 0.875 0.09117432531 
FE 0.125 0.75 0.09117432531 
FE 0.125 0.875 0.0 
FE 0.0 0.75 0.18234865062 
FE 0.0 0.875 0.27352297593 
FE 0.125 0.75 0.27352297593 
FE 0.125 0.875 0.18234865062 
FE 0.0 0.75 0.36469730124 
FE 0.0 0.875 0.45587162655 
FE 0.125 0.75 0.45587162655 
FE 0.125 0.875 0.36469730124 
FE 0.0 0.75 0.54704595186 
FE 0.0 0.875 0.63822027717 
FE 0.125 0.75 0.63822027717 
FE 0.125 0.875 0.54704595186 
FE 0.25 0.0 0.0 
FE 0.25 0.125 0.09117432531 
FE 0.375 0.0 0.09117432531 
FE 0.375 0.125 0.0 
FE 0.25 0.0 0.18234865062 
FE 0.25 0.125 0.27352297593 
FE 0.375 0.0 0.27352297593 
FE 0.375 0.125 0.18234865062 
FE 0.25 0.0 0.36469730124 
FE 0.25 0.125 0.45587162655 
FE 0.375 0.0 0.45587162655 
FE 0.375 0.125 0.36469730124 
FE 0.25 0.0 0.54704595186 
FE 0.25 0.125 0.63822027717 
FE 0.375 0.0 0.63822027717 
FE 0.375 0.125 0.54704595186 
FE 0.25 0.25 0.0 
FE 0.25 0.375 0.09117432531 
FE 0.375 0.25 0.09117432531 
FE 0.375 0.375 0.0 
FE 0.25 0.25 0.18234865062 
FE 0.25 0.375 0.27352297593 
FE 0.375 0.25 0.27352297593 
FE 0.375 0.375 0.18234865062 
FE 0.25 0.25 0.36469730124 
FE 0.25 0.375 0.45587162655 
FE 0.375 0.25 0.45587162655 
FE 0.375 0.375 0.36469730124 
FE 0.25 0.25 0.54704595186 
FE 0.25 0.375 0.63822027717 
FE 0.375 0.25 0.63822027717 
FE 0.375 0.375 0.54704595186 
FE 0.25 0.5 0.0 
FE 0.25 0.625 0.09117432531 
FE 0.375 0.5 0.09117432531 
FE 0.375 0.625 0.0 
FE 0.25 0.5 0.18234865062 
FE 0.25 0.625 0.27352297593 
FE 0.375 0.5 0.27352297593 
FE 0.375 0.625 0.18234865062 
FE 0.25 0.5 0.36469730124 
FE 0.25 0.625 0.45587162655 
FE 0.375 0.5 0.45587162655 
FE 0.375 0.625 0.36469730124 
FE 0.25 0.5 0.54704595186 
FE 0.25 0.625 0.63822027717 
FE 0.375 0.5 0.63822027717 
FE 0.375 0.625 0.54704595186 
FE 0.25 0.75 0.0 
FE 0.25 0.875 0.09117432531 
FE 0.375 0.75 0.09117432531 
FE 0.375 0.875 0.0 
FE 0.25 0.75 0.18234865062 
FE 0.25 0.875 0.27352297593 
FE 0.375 0.75 0.27352297593 
FE 0.375 0.875 0.18234865062 
FE 0.25 0.75 0.36469730124 
